"REPORTE DE CALIFICACIÓN"
901040792-4
INGETRONIK
"WHERE ALL IS POSIBLE"
CIUDAD
CARTAGO
SEDE
INGETRONIK
"JESUS GONZALEZ"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,12
REGULAR,12
BUENO,12
EXCELENTE,12
,48
"¿QUE TAN PROBABLE ES QUE NOS VUELVA A COMPRAR?"
CALIFICACIÓN,TOTAL
MALO,2
,2
"DARWIN AGRADO"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,20
BUENO,14
EXCELENTE,16
,70
"DUBAN MONSALVE"
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,30
REGULAR,30
BUENO,30
EXCELENTE,30
,120
DAVID
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,6
REGULAR,6
BUENO,10
EXCELENTE,22
,44
DANIELA
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,2
REGULAR,2
BUENO,2
EXCELENTE,2
,8
LEONARDO
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,12
BUENO,6
,38
SEBASTIAN
"¿COMO LE PARECIO EL SERVICIO?"
CALIFICACIÓN,TOTAL
MALO,20
REGULAR,6
BUENO,6
EXCELENTE,8
,40
"CIUDAD : CARTAGO"
"SEDE: INGETRONIK"
"NOMBRE USUARIO",PREGUNTA,CALIFICACIÓN,"FECHA DE CALIFICACIÓN"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:32"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:32"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:35"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:35"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:38"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:38"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:40"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:40"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:43"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:43"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:46"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:46"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:49"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:49"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:51"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:51"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:53"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:53"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:56"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:56:56"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:00"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:00"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:03"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:03"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:08"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:08"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:13"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:13"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:18"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:18"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:24"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:24"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:30"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:30"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:34"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:34"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:40"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:57:40"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:46"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:57:46"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:50"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:57:50"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:56"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:57:56"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:58:01"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:58:01"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:58:05"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:58:05"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:58:10"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:58:10"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:58:16"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:58:16"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:10"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:10"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:59:17"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:59:17"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:59:20"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:59:20"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:59:23"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:59:23"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:59:46"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 08:59:46"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:59:49"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 08:59:49"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:59:52"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 08:59:52"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:54"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:54"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:59"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 08:59:59"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:02"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:02"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:04"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:04"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:04"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:04"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:07"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:07"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:08"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:08"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:11"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:11"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:13"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:13"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:13"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:13"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:15"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:15"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:18"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:18"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:18"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:18"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:21"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:21"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:22"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:00:22"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:23"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:23"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:26"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:00:26"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:26"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:26"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:29"
"DUBAN MONSALVE","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:29"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:30"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:00:30"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:34"
"JESUS GONZALEZ","¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:00:34"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:25:22"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:25:22"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:26:21"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:26:21"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:27:13"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:27:13"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:28:30"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:28:30"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:11"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:11"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:19"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:19"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:27"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:27"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:35"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:35"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:42"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:42"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:45"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:45"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:48"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:48"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:51"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 09:30:51"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:31:19"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:31:19"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:31:25"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:31:25"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:31:28"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 09:31:28"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:32:18"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 09:32:18"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:44:01"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 09:44:01"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:01:54"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:01:54"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:16:50"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:16:50"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:17:03"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:17:03"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:17:20"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",MALO,"2019-09-30 10:17:20"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 10:18:40"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",BUENO,"2019-09-30 10:18:40"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:24"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:24"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:36"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:36"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:45"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:22:45"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:24:20"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:24:20"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:27:50"
LEONARDO,"¿COMO LE PARECIO EL SERVICIO?",REGULAR,"2019-09-30 10:27:50"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 10:36:25"
DAVID,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 10:36:25"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:11:07"
SEBASTIAN,"¿COMO LE PARECIO EL SERVICIO?",EXCELENTE,"2019-09-30 11:11:07"
